sale_date,category,units_sold,daily_revenue
2017-07-16,small_appliances,1,329.9
2017-07-16,sports_leisure,12,1524.01
2017-07-16,stationery,4,295.27
2017-07-16,telephony,2,71.49
2017-07-16,toys,5,431.5
2017-07-16,watches_gifts,7,1725.44
2017-07-17,auto,5,757.8
2017-07-17,baby,7,1624.1100000000001
2017-07-17,bed_bath_table,26,3026.23
2017-07-17,books_general_interest,4,327.6
2017-07-17,computers_accessories,14,2538.78
2017-07-17,cool_stuff,8,1149.0500000000002
2017-07-17,electronics,3,312.9
2017-07-17,fashion_bags_accessories,2,99.8
2017-07-17,fashion_sport,1,69.9
2017-07-17,food,2,142.4
2017-07-17,furniture_bedroom,1,259.0
2017-07-17,furniture_decor,14,775.75
2017-07-17,garden_tools,8,1095.62
2017-07-17,health_beauty,15,1150.49
2017-07-17,home_appliances,1,187.95
2017-07-17,housewares,12,839.75
2017-07-17,luggage_accessories,2,173.8
2017-07-17,musical_instruments,3,307.2
2017-07-17,office_furniture,10,1449.3600000000001
2017-07-17,perfumery,8,905.15
2017-07-17,pet_shop,4,417.78000000000003
2017-07-17,small_appliances,2,208.9
2017-07-17,sports_leisure,14,1158.27
2017-07-17,stationery,2,199.0
2017-07-17,telephony,3,342.98
2017-07-17,toys,10,866.17
2017-07-17,watches_gifts,7,664.65
2017-07-18,air_conditioning,2,1032.4
2017-07-18,auto,4,4203.68
2017-07-18,baby,7,504.5
2017-07-18,bed_bath_table,27,3378.3000000000006
2017-07-18,books_general_interest,2,198.8
2017-07-18,computers_accessories,19,2996.0099999999998
2017-07-18,consoles_games,1,19.9
2017-07-18,cool_stuff,9,1426.65
2017-07-18,costruction_tools_garden,3,43.28
2017-07-18,electronics,4,1123.8
2017-07-18,fashio_female_clothing,1,65.9
2017-07-18,fashion_bags_accessories,6,232.77
2017-07-18,fashion_shoes,1,35.9
2017-07-18,fixed_telephony,1,19.99
2017-07-18,furniture_decor,12,1012.1799999999998
2017-07-18,furniture_mattress_and_upholstery,1,109.4
2017-07-18,garden_tools,28,2641.9600000000005
2017-07-18,health_beauty,12,2311.89
2017-07-18,home_appliances,2,122.15
2017-07-18,home_confort,1,89.9
2017-07-18,housewares,10,830.5999999999999
2017-07-18,kitchen_dining_laundry_garden_furniture,1,48.0
2017-07-18,la_cuisine,1,116.0
2017-07-18,luggage_accessories,1,114.9
2017-07-18,musical_instruments,1,46.9
2017-07-18,office_furniture,5,739.85
2017-07-18,perfumery,6,418.36
2017-07-18,pet_shop,2,144.9
2017-07-18,signaling_and_security,1,22.62
2017-07-18,small_appliances,1,16.99
2017-07-18,sports_leisure,20,1760.1400000000003
2017-07-18,stationery,1,69.9
2017-07-18,telephony,6,216.82999999999998
2017-07-18,toys,7,603.39
2017-07-18,watches_gifts,10,1087.66
2017-07-19,auto,3,144.31
2017-07-19,baby,5,596.93
2017-07-19,bed_bath_table,27,2972.2200000000007
2017-07-19,computers_accessories,16,1751.1400000000003
2017-07-19,cool_stuff,7,759.16
2017-07-19,electronics,5,261.0
2017-07-19,fashion_bags_accessories,3,199.88000000000002
2017-07-19,fashion_shoes,2,68.8
2017-07-19,furniture_decor,6,742.79
2017-07-19,furniture_living_room,2,164.87
2017-07-19,garden_tools,23,1682.6000000000004
2017-07-19,health_beauty,14,1028.4
2017-07-19,home_appliances,2,227.15
2017-07-19,home_confort,1,29.0
2017-07-19,housewares,5,325.47999999999996
2017-07-19,luggage_accessories,2,221.8
2017-07-19,office_furniture,5,859.75
2017-07-19,perfumery,4,625.99
2017-07-19,pet_shop,4,257.8
2017-07-19,small_appliances,1,194.0
2017-07-19,sports_leisure,13,1211.06
2017-07-19,stationery,3,167.8
2017-07-19,telephony,6,273.89
2017-07-19,toys,6,539.6899999999999
2017-07-19,watches_gifts,4,865.9
2017-07-20,auto,8,579.6200000000001
2017-07-20,baby,6,989.5899999999999
2017-07-20,bed_bath_table,22,2888.8300000000004
2017-07-20,computers_accessories,9,1316.2000000000003
2017-07-20,consoles_games,1,19.9
2017-07-20,cool_stuff,6,629.6700000000001
2017-07-20,electronics,5,106.29000000000002
2017-07-20,fashion_bags_accessories,1,109.9
2017-07-20,fashion_male_clothing,1,59.9
2017-07-20,fashion_underwear_beach,1,59.9
2017-07-20,food_drink,2,20.0
2017-07-20,furniture_decor,9,693.2999999999998
2017-07-20,furniture_living_room,3,344.90999999999997
2017-07-20,garden_tools,13,1637.0000000000005
2017-07-20,health_beauty,10,997.85
2017-07-20,home_appliances,4,1030.05
2017-07-20,home_confort,6,515.8
2017-07-20,housewares,13,498.78999999999985
2017-07-20,kitchen_dining_laundry_garden_furniture,2,95.8
2017-07-20,luggage_accessories,3,257.70000000000005
2017-07-20,market_place,1,369.9
2017-07-20,office_furniture,4,784.77
2017-07-20,perfumery,6,763.36
2017-07-20,pet_shop,4,168.9
2017-07-20,small_appliances,1,109.0
2017-07-20,sports_leisure,6,629.42
2017-07-20,stationery,1,89.0
2017-07-20,telephony,5,281.76
2017-07-20,toys,4,739.87
2017-07-20,watches_gifts,6,922.5999999999999
2017-07-21,auto,5,401.95
2017-07-21,baby,6,854.13
2017-07-21,bed_bath_table,17,2905.3300000000004
2017-07-21,computers_accessories,9,413.3
2017-07-21,consoles_games,2,134.99
2017-07-21,cool_stuff,11,864.03
2017-07-21,electronics,1,35.0
2017-07-21,fashion_bags_accessories,4,214.77999999999997
2017-07-21,fashion_shoes,2,66.4
2017-07-21,food_drink,1,32.5
2017-07-21,furniture_decor,4,203.70000000000002
2017-07-21,furniture_living_room,1,329.9
2017-07-21,garden_tools,13,694.2599999999999
2017-07-21,health_beauty,7,539.86
2017-07-21,home_confort,1,89.9
2017-07-21,housewares,2,118.9
2017-07-21,kitchen_dining_laundry_garden_furniture,1,72.0
2017-07-21,luggage_accessories,1,169.99
2017-07-21,office_furniture,1,99.99
2017-07-21,perfumery,4,510.97
2017-07-21,pet_shop,3,195.79000000000002
2017-07-21,signaling_and_security,1,175.39
2017-07-21,small_appliances,1,103.99
2017-07-21,sports_leisure,11,688.3199999999999
2017-07-21,stationery,4,504.70000000000005
2017-07-21,toys,5,405.7
2017-07-21,watches_gifts,11,1803.28
2017-07-22,baby,2,155.8
2017-07-22,bed_bath_table,20,2222.7800000000007
2017-07-22,christmas_supplies,1,6.19
2017-07-22,computers_accessories,9,908.0099999999999
2017-07-22,consoles_games,1,120.0
2017-07-22,cool_stuff,3,942.01
2017-07-22,electronics,2,176.89000000000001
2017-07-22,fashion_male_clothing,2,262.0
2017-07-22,fashion_shoes,2,143.64
2017-07-22,furniture_decor,7,410.36
2017-07-22,garden_tools,3,1007.9
2017-07-22,health_beauty,5,839.68
2017-07-22,home_appliances,3,140.55
2017-07-22,housewares,9,770.38
2017-07-22,la_cuisine,1,105.0
2017-07-22,luggage_accessories,1,84.9
2017-07-22,musical_instruments,1,152.5
2017-07-22,office_furniture,2,329.93
2017-07-22,perfumery,6,488.06
2017-07-22,pet_shop,1,74.0
2017-07-22,sports_leisure,3,267.48
2017-07-22,telephony,11,1174.1499999999999
2017-07-22,toys,3,349.70000000000005
2017-07-22,watches_gifts,1,279.9
2017-07-23,auto,2,84.85000000000001
2017-07-23,baby,4,555.73
2017-07-23,bed_bath_table,12,897.8499999999999
2017-07-23,computers_accessories,6,334.64000000000004
2017-07-23,consoles_games,4,827.8
2017-07-23,construction_tools_construction,1,99.99
2017-07-23,cool_stuff,6,1921.8300000000002
2017-07-23,electronics,3,170.8
2017-07-23,fashion_bags_accessories,4,238.89
2017-07-23,furniture_decor,6,612.56
2017-07-23,garden_tools,1,59.9
2017-07-23,health_beauty,6,405.17
2017-07-23,home_appliances,1,190.0
2017-07-23,housewares,6,546.4
2017-07-23,kitchen_dining_laundry_garden_furniture,2,288.0
2017-07-23,luggage_accessories,1,99.9
2017-07-23,market_place,1,62.8
2017-07-23,musical_instruments,1,46.9
2017-07-23,office_furniture,1,209.99
2017-07-23,perfumery,4,372.13
2017-07-23,pet_shop,2,122.5
2017-07-23,sports_leisure,8,817.4899999999999
2017-07-23,stationery,3,172.37
2017-07-23,telephony,4,1007.8
2017-07-23,toys,5,827.65
2017-07-23,watches_gifts,4,633.24
2017-07-24,auto,4,249.20000000000002
2017-07-24,baby,6,1049.85
2017-07-24,bed_bath_table,20,2028.97
2017-07-24,books_general_interest,1,129.9
2017-07-24,computers_accessories,18,1108.59
2017-07-24,consoles_games,2,1024.89
2017-07-24,cool_stuff,8,1248.2500000000002
2017-07-24,electronics,2,157.9
2017-07-24,fashion_bags_accessories,4,206.9
2017-07-24,food,2,243.9
2017-07-24,furniture_bedroom,1,480.0
2017-07-24,furniture_decor,8,486.52000000000004
2017-07-24,furniture_living_room,1,114.97
2017-07-24,garden_tools,4,363.59999999999997
2017-07-24,health_beauty,10,1155.8600000000001
2017-07-24,home_appliances,3,226.1
2017-07-24,home_appliances_2,1,159.0
2017-07-24,housewares,11,1209.81
2017-07-24,kitchen_dining_laundry_garden_furniture,1,129.9
2017-07-24,luggage_accessories,3,189.70000000000002
2017-07-24,market_place,2,98.69999999999999
2017-07-24,musical_instruments,1,79.9
2017-07-24,office_furniture,6,639.8699999999999
2017-07-24,perfumery,5,732.98
2017-07-24,sports_leisure,25,2487.2900000000004
2017-07-24,stationery,5,293.59999999999997
2017-07-24,telephony,7,134.85
2017-07-24,toys,8,933.4799999999999
2017-07-24,watches_gifts,5,779.3399999999999
2017-07-25,auto,4,359.99
2017-07-25,baby,2,101.9
2017-07-25,bed_bath_table,18,2195.6800000000003
2017-07-25,books_general_interest,1,133.9
2017-07-25,computers_accessories,12,2072.77
2017-07-25,consoles_games,5,649.1800000000001
2017-07-25,construction_tools_construction,1,49.49
2017-07-25,construction_tools_lights,1,360.0
2017-07-25,cool_stuff,3,674.88
2017-07-25,drinks,2,99.98
2017-07-25,electronics,4,299.7
2017-07-25,fashion_bags_accessories,5,306.4
2017-07-25,fashion_shoes,2,104.72
2017-07-25,food,1,19.47
2017-07-25,furniture_decor,7,461.42
2017-07-25,garden_tools,4,591.1899999999999
2017-07-25,health_beauty,12,548.38
2017-07-25,home_appliances,3,58.3
2017-07-25,home_confort,1,29.0
2017-07-25,housewares,13,835.78
2017-07-25,luggage_accessories,1,45.9
2017-07-25,musical_instruments,2,100.0
2017-07-25,office_furniture,4,764.94
2017-07-25,perfumery,1,45.9
2017-07-25,pet_shop,4,329.38
2017-07-25,small_appliances,1,90.3
2017-07-25,sports_leisure,21,1941.9900000000002
2017-07-25,stationery,2,194.0
2017-07-25,telephony,6,213.85
2017-07-25,toys,11,2056.0699999999997
2017-07-25,watches_gifts,9,1014.88
2017-07-26,auto,4,343.79
2017-07-26,baby,4,493.69000000000005
2017-07-26,bed_bath_table,16,1317.6100000000001
2017-07-26,computers_accessories,15,1176.67
2017-07-26,consoles_games,4,109.70000000000002
2017-07-26,cool_stuff,2,174.99
2017-07-26,costruction_tools_garden,1,32.7
2017-07-26,electronics,1,10.9
2017-07-26,fashio_female_clothing,1,65.9
2017-07-26,fashion_bags_accessories,1,29.99
2017-07-26,fixed_telephony,1,19.99
2017-07-26,furniture_bedroom,1,79.99
2017-07-26,furniture_decor,11,623.0699999999999
2017-07-26,garden_tools,4,368.5
2017-07-26,health_beauty,7,643.36
2017-07-26,home_appliances,1,19.9
2017-07-26,housewares,15,830.9000000000001
2017-07-26,luggage_accessories,2,169.8
2017-07-26,musical_instruments,4,994.7
2017-07-26,office_furniture,5,680.88
2017-07-26,perfumery,5,364.36
2017-07-26,pet_shop,2,285.4
2017-07-26,sports_leisure,12,634.38
2017-07-26,stationery,4,325.8
2017-07-26,telephony,5,163.38
2017-07-26,toys,7,424.91999999999996
2017-07-26,watches_gifts,3,384.0
2017-07-27,auto,7,352.9
2017-07-27,baby,2,334.9
2017-07-27,bed_bath_table,15,1350.78
2017-07-27,computers_accessories,12,1298.28
2017-07-27,consoles_games,2,453.99
2017-07-27,cool_stuff,6,724.6800000000001
2017-07-27,electronics,3,68.8
2017-07-27,fashion_bags_accessories,2,99.8
2017-07-27,furniture_decor,9,348.04
2017-07-27,furniture_living_room,2,219.8
2017-07-27,garden_tools,4,418.8
2017-07-27,health_beauty,8,2320.6700000000005
2017-07-27,home_appliances,1,87.99
2017-07-27,home_appliances_2,2,318.0
2017-07-27,home_confort,2,179.8
2017-07-27,home_construction,2,93.6
2017-07-27,housewares,8,436.79999999999995
2017-07-27,luggage_accessories,2,143.8
2017-07-27,musical_instruments,3,487.19000000000005
2017-07-27,office_furniture,4,499.47
2017-07-27,perfumery,2,56.4
2017-07-27,signaling_and_security,1,9.9
2017-07-27,small_appliances,2,278.99
2017-07-27,sports_leisure,11,1022.3699999999999
2017-07-27,stationery,4,558.75
2017-07-27,telephony,6,399.65
2017-07-27,toys,3,386.8
2017-07-27,watches_gifts,7,2429.3900000000003
2017-07-28,audio,1,29.9
2017-07-28,auto,3,318.75
2017-07-28,baby,5,646.6
2017-07-28,bed_bath_table,13,1748.2700000000004
2017-07-28,books_technical,1,199.0
2017-07-28,cds_dvds_musicals,1,45.0
2017-07-28,computers_accessories,7,489.65999999999997
2017-07-28,consoles_games,1,12.93
2017-07-28,cool_stuff,5,1253.8700000000001
2017-07-28,electronics,1,10.9
2017-07-28,fashion_bags_accessories,2,78.99
2017-07-28,fashion_male_clothing,1,139.9
2017-07-28,fashion_shoes,2,271.52
2017-07-28,furniture_decor,16,1838.0800000000004
2017-07-28,furniture_living_room,1,103.97
2017-07-28,garden_tools,7,469.5899999999999
2017-07-28,health_beauty,13,4382.6
2017-07-28,home_appliances,2,518.7
2017-07-28,home_confort,1,89.9
2017-07-28,housewares,13,787.73
2017-07-28,kitchen_dining_laundry_garden_furniture,1,469.0
2017-07-28,luggage_accessories,5,491.36
2017-07-28,office_furniture,6,641.9
2017-07-28,perfumery,6,1341.7
2017-07-28,pet_shop,2,104.63
2017-07-28,sports_leisure,18,1762.3200000000004
2017-07-28,stationery,3,189.8
2017-07-28,telephony,2,248.99
2017-07-28,toys,4,294.6
2017-07-28,watches_gifts,4,410.3
2017-07-29,auto,3,153.79
2017-07-29,baby,1,898.0
2017-07-29,bed_bath_table,19,2040.1600000000008
2017-07-29,books_general_interest,1,119.9
2017-07-29,computers_accessories,4,530.8
2017-07-29,consoles_games,2,351.9
2017-07-29,cool_stuff,5,799.86
2017-07-29,electronics,1,154.99
2017-07-29,fashion_bags_accessories,3,129.7
2017-07-29,fashion_underwear_beach,1,155.0
2017-07-29,furniture_decor,13,1045.6
2017-07-29,furniture_living_room,1,79.9
2017-07-29,health_beauty,7,928.45
2017-07-29,home_appliances,2,195.75
2017-07-29,home_confort,1,14.0
2017-07-29,housewares,9,430.3799999999999
2017-07-29,luggage_accessories,3,565.6999999999999
2017-07-29,market_place,1,29.9
2017-07-29,musical_instruments,1,414.0
2017-07-29,office_furniture,6,868.8
2017-07-29,party_supplies,1,69.9
2017-07-29,perfumery,5,706.87
2017-07-29,pet_shop,4,411.79
2017-07-29,small_appliances,1,103.99
2017-07-29,sports_leisure,5,429.37
2017-07-29,telephony,11,1246.7700000000002
2017-07-29,toys,4,652.88
2017-07-29,watches_gifts,6,1404.75
2017-07-30,auto,3,206.70000000000002
2017-07-30,baby,2,115.0
2017-07-30,bed_bath_table,16,1317.9600000000005
2017-07-30,computers_accessories,13,790.0999999999999
2017-07-30,consoles_games,3,260.89
2017-07-30,cool_stuff,5,1121.68
2017-07-30,electronics,1,29.9
2017-07-30,fashion_bags_accessories,4,152.0
2017-07-30,fixed_telephony,1,19.99
2017-07-30,furniture_decor,17,1280.63
2017-07-30,furniture_living_room,1,114.97
2017-07-30,garden_tools,4,239.6
2017-07-30,health_beauty,8,725.66
2017-07-30,home_confort,1,89.9
2017-07-30,housewares,9,686.6800000000001
2017-07-30,luggage_accessories,2,143.8
2017-07-30,office_furniture,3,569.96
2017-07-30,perfumery,1,56.99
2017-07-30,pet_shop,1,35.5
2017-07-30,small_appliances,2,110.97999999999999
2017-07-30,sports_leisure,9,1440.19
2017-07-30,stationery,3,278.39
2017-07-30,telephony,4,475.88
2017-07-30,toys,8,896.5799999999999
2017-07-30,watches_gifts,5,972.9
2017-07-31,air_conditioning,1,226.9
2017-07-31,auto,2,248.1
2017-07-31,baby,5,658.79
2017-07-31,bed_bath_table,12,1079.23
2017-07-31,books_general_interest,1,29.9
2017-07-31,books_technical,1,329.0
2017-07-31,computers_accessories,15,1227.3400000000001
2017-07-31,consoles_games,4,751.9
2017-07-31,cool_stuff,5,480.78
2017-07-31,electronics,6,298.61
2017-07-31,fashio_female_clothing,1,129.9
2017-07-31,fashion_bags_accessories,4,246.99
2017-07-31,fashion_shoes,1,25.9
2017-07-31,furniture_decor,12,659.0899999999999
2017-07-31,furniture_living_room,1,79.9
2017-07-31,garden_tools,8,494.19999999999993
2017-07-31,health_beauty,8,835.35
2017-07-31,home_appliances,2,211.8
2017-07-31,housewares,19,1328.82
2017-07-31,kitchen_dining_laundry_garden_furniture,1,48.0
2017-07-31,la_cuisine,1,129.0
2017-07-31,luggage_accessories,4,274.6
2017-07-31,market_place,1,99.9
2017-07-31,musical_instruments,2,1245.0
2017-07-31,office_furniture,3,356.53
2017-07-31,perfumery,1,56.99
2017-07-31,pet_shop,2,279.89
2017-07-31,sports_leisure,14,1863.0400000000002
2017-07-31,stationery,2,156.9
2017-07-31,telephony,7,202.85999999999999
2017-07-31,toys,10,1573.2800000000002
2017-07-31,watches_gifts,5,1318.7
2017-08-01,air_conditioning,2,398.87
2017-08-01,auto,12,2321.48
2017-08-01,baby,4,1136.2900000000002
2017-08-01,bed_bath_table,11,1151.27
2017-08-01,books_general_interest,1,115.0
2017-08-01,computers_accessories,7,942.96
2017-08-01,consoles_games,3,59.699999999999996
2017-08-01,cool_stuff,15,2364.21
2017-08-01,electronics,3,43.7
2017-08-01,fashion_bags_accessories,2,118.9
2017-08-01,fashion_male_clothing,2,189.8
2017-08-01,fixed_telephony,1,32.99
2017-08-01,food,1,30.0
2017-08-01,furniture_decor,15,1172.68
2017-08-01,furniture_living_room,1,114.97
2017-08-01,garden_tools,6,554.17
2017-08-01,health_beauty,20,3767.63
2017-08-01,home_appliances,2,138.9
2017-08-01,housewares,10,558.7099999999999
2017-08-01,luggage_accessories,4,399.6
2017-08-01,market_place,3,298.9
2017-08-01,office_furniture,1,169.99
2017-08-01,perfumery,6,455.28999999999996
2017-08-01,pet_shop,4,607.6899999999999
2017-08-01,small_appliances,1,299.9
2017-08-01,sports_leisure,17,1418.9400000000003
2017-08-01,stationery,1,95.0
2017-08-01,telephony,6,180.43
2017-08-01,toys,12,1224.7899999999997
2017-08-01,watches_gifts,8,958.39
2017-08-02,auto,4,259.8
2017-08-02,baby,4,335.88
2017-08-02,bed_bath_table,23,3064.860000000001
2017-08-02,books_general_interest,2,282.09000000000003
2017-08-02,computers_accessories,16,2052.1000000000004
2017-08-02,consoles_games,3,425.79999999999995
2017-08-02,construction_tools_construction,1,112.0
2017-08-02,cool_stuff,10,799.63
2017-08-02,electronics,2,55.85
2017-08-02,fashion_bags_accessories,2,123.9
2017-08-02,fashion_male_clothing,1,29.99
2017-08-02,fixed_telephony,1,314.9
2017-08-02,food_drink,1,12.5
2017-08-02,furniture_decor,10,805.39
2017-08-02,furniture_living_room,1,89.9
2017-08-02,garden_tools,6,331.37999999999994
2017-08-02,health_beauty,16,2678.11
2017-08-02,home_appliances,1,629.9
2017-08-02,home_confort,2,96.89
2017-08-02,housewares,13,1206.3000000000002
2017-08-02,kitchen_dining_laundry_garden_furniture,1,35.9
2017-08-02,luggage_accessories,1,84.9
2017-08-02,musical_instruments,2,389.9
2017-08-02,office_furniture,2,286.53999999999996
2017-08-02,perfumery,1,85.9
2017-08-02,pet_shop,1,499.9
2017-08-02,small_appliances,3,49.879999999999995
2017-08-02,sports_leisure,10,795.8
2017-08-02,stationery,1,59.9
2017-08-02,tablets_printing_image,1,99.0
2017-08-02,telephony,5,267.97
2017-08-02,toys,10,444.03
2017-08-02,watches_gifts,7,808.4
2017-08-03,audio,1,29.9
2017-08-03,auto,4,1050.99
2017-08-03,baby,4,673.03
2017-08-03,bed_bath_table,15,2025.8999999999999
2017-08-03,computers_accessories,17,1230.92
2017-08-03,consoles_games,1,102.0
2017-08-03,cool_stuff,10,1428.3400000000001
2017-08-03,costruction_tools_garden,1,194.9
2017-08-03,electronics,3,188.79000000000002
2017-08-03,fashion_bags_accessories,1,109.9
2017-08-03,fixed_telephony,1,90.0
2017-08-03,furniture_decor,19,1084.62
2017-08-03,furniture_living_room,2,148.8
2017-08-03,garden_tools,10,733.79
2017-08-03,health_beauty,11,1807.5300000000004
2017-08-03,home_appliances_2,1,749.0
2017-08-03,home_confort,2,153.8
2017-08-03,housewares,8,414.78999999999996
2017-08-03,perfumery,5,549.1899999999999
2017-08-03,pet_shop,6,1040.6699999999998
2017-08-03,sports_leisure,11,1094.48
2017-08-03,stationery,2,148.0
2017-08-03,telephony,8,872.59
2017-08-03,toys,9,875.1899999999999
2017-08-03,watches_gifts,9,1375.6000000000001
2017-08-04,auto,7,731.39
2017-08-04,baby,5,1296.8
2017-08-04,bed_bath_table,13,1600.9899999999998
2017-08-04,books_general_interest,1,29.9
2017-08-04,books_technical,1,145.0
2017-08-04,computers_accessories,16,1893.7000000000005
2017-08-04,consoles_games,2,364.89
2017-08-04,cool_stuff,11,667.36
2017-08-04,electronics,1,154.99
2017-08-04,fashio_female_clothing,1,49.0
2017-08-04,fashion_bags_accessories,8,322.49
2017-08-04,fashion_shoes,1,169.99
2017-08-04,furniture_decor,15,1353.24
2017-08-04,furniture_living_room,3,234.70000000000002
2017-08-04,garden_tools,3,179.7
2017-08-04,health_beauty,7,598.52
2017-08-04,home_confort,1,89.9
2017-08-04,housewares,11,1199.1300000000003
2017-08-04,luggage_accessories,2,328.79999999999995
2017-08-04,market_place,1,62.8
2017-08-04,office_furniture,4,629.96
2017-08-04,perfumery,1,56.99
2017-08-04,pet_shop,5,1087.79
2017-08-04,signaling_and_security,1,129.0
2017-08-04,sports_leisure,14,1142.49
2017-08-04,stationery,5,376.88
2017-08-04,telephony,7,434.33000000000004
2017-08-04,toys,3,215.4
2017-08-04,watches_gifts,8,2366.69
2017-08-05,auto,7,659.49
2017-08-05,baby,3,169.7
2017-08-05,bed_bath_table,9,886.38
2017-08-05,computers_accessories,8,351.04999999999995
2017-08-05,consoles_games,2,129.99
2017-08-05,cool_stuff,7,531.0999999999999
2017-08-05,fashion_bags_accessories,2,79.89
2017-08-05,fashion_shoes,1,84.9
2017-08-05,food_drink,1,38.99
2017-08-05,furniture_decor,9,496.40999999999997
2017-08-05,furniture_living_room,1,424.0
2017-08-05,garden_tools,5,309.5
2017-08-05,health_beauty,7,396.06000000000006
2017-08-05,home_confort,1,249.0
2017-08-05,housewares,6,256.3
2017-08-05,luggage_accessories,1,109.9
2017-08-05,market_place,1,62.8
2017-08-05,office_furniture,3,639.86
2017-08-05,perfumery,4,227.96
2017-08-05,small_appliances,6,257.58000000000004
2017-08-05,sports_leisure,15,1151.8999999999999
2017-08-05,stationery,3,153.9
2017-08-05,telephony,3,554.89
2017-08-05,toys,7,615.3
2017-08-05,watches_gifts,8,2653.7
2017-08-06,air_conditioning,1,54.9
2017-08-06,audio,1,49.9
2017-08-06,auto,6,370.74
2017-08-06,baby,3,152.77
2017-08-06,bed_bath_table,10,832.4699999999999
2017-08-06,computers_accessories,5,611.88
2017-08-06,construction_tools_lights,1,360.0
2017-08-06,cool_stuff,7,1180.26
2017-08-06,dvds_blu_ray,1,16.9
2017-08-06,electronics,1,38.99
2017-08-06,fashion_bags_accessories,2,109.80000000000001
2017-08-06,fashion_shoes,1,29.9
2017-08-06,food,1,149.9
2017-08-06,furniture_decor,21,1599.7900000000004
2017-08-06,garden_tools,5,299.5
2017-08-06,health_beauty,8,433.61
2017-08-06,housewares,11,492.42999999999995
2017-08-06,luggage_accessories,3,265.70000000000005
2017-08-06,musical_instruments,2,824.8
2017-08-06,perfumery,2,338.8
2017-08-06,small_appliances,1,16.9
2017-08-06,sports_leisure,7,1748.38
2017-08-06,stationery,1,59.9
2017-08-06,telephony,2,270.89
2017-08-06,toys,3,303.7
2017-08-06,watches_gifts,9,2096.3900000000003
2017-08-07,auto,4,144.79
2017-08-07,baby,3,523.8
2017-08-07,bed_bath_table,17,1353.5800000000002
2017-08-07,cds_dvds_musicals,2,90.0
2017-08-07,computers_accessories,11,1132.91
2017-08-07,consoles_games,1,454.0
2017-08-07,cool_stuff,11,2032.12
2017-08-07,dvds_blu_ray,2,36.8
2017-08-07,electronics,2,349.0
2017-08-07,fashion_bags_accessories,6,377.6
2017-08-07,fashion_shoes,2,284.6
2017-08-07,furniture_decor,17,775.7299999999998
2017-08-07,garden_tools,15,2618.880000000001
2017-08-07,health_beauty,13,2740.28
2017-08-07,home_appliances,3,218.14999999999998
2017-08-07,home_confort,4,916.9
2017-08-07,housewares,14,1332.7
2017-08-07,luggage_accessories,2,161.9
2017-08-07,market_place,1,119.9
2017-08-07,musical_instruments,1,299.99
2017-08-07,office_furniture,5,836.25
2017-08-07,perfumery,2,678.0
2017-08-07,pet_shop,2,287.0
2017-08-07,sports_leisure,20,3347.6700000000005
2017-08-07,stationery,2,274.9
2017-08-07,telephony,5,434.87
2017-08-07,toys,4,147.69
2017-08-07,watches_gifts,9,1232.05
2017-08-08,air_conditioning,1,125.9
2017-08-08,art,1,110.0
2017-08-08,auto,3,291.89
2017-08-08,baby,2,70.78
2017-08-08,bed_bath_table,32,3848.5100000000007
2017-08-08,books_general_interest,3,212.8
2017-08-08,computers_accessories,16,2106.8900000000003
2017-08-08,cool_stuff,9,1013.26
2017-08-08,drinks,1,10.0
2017-08-08,electronics,3,217.4
2017-08-08,fashion_bags_accessories,2,74.8
2017-08-08,food,1,15.32
2017-08-08,furniture_decor,13,1658.2800000000002
2017-08-08,furniture_living_room,1,134.97
2017-08-08,garden_tools,3,163.01
2017-08-08,health_beauty,7,1010.67
2017-08-08,home_appliances,1,91.45
2017-08-08,housewares,10,882.1800000000001
2017-08-08,kitchen_dining_laundry_garden_furniture,1,199.0
2017-08-08,luggage_accessories,5,1040.6
2017-08-08,market_place,3,283.92
2017-08-08,office_furniture,1,399.0
2017-08-08,perfumery,5,469.96000000000004
2017-08-08,pet_shop,4,205.6
2017-08-08,small_appliances,1,47.9
2017-08-08,sports_leisure,16,1751.7900000000002
2017-08-08,stationery,3,336.8
2017-08-08,telephony,1,254.9
2017-08-08,toys,3,242.10000000000002
2017-08-08,watches_gifts,5,1292.8
2017-08-09,audio,1,89.0
2017-08-09,auto,7,2935.3399999999997
2017-08-09,baby,4,249.89000000000001
2017-08-09,bed_bath_table,13,1865.3900000000003
2017-08-09,books_general_interest,1,115.0
2017-08-09,computers_accessories,6,440.78999999999996
2017-08-09,consoles_games,4,1112.98
2017-08-09,cool_stuff,12,2109.71
2017-08-09,electronics,2,29.8
2017-08-09,fashion_bags_accessories,4,603.89
2017-08-09,fashion_male_clothing,1,49.9
2017-08-09,fashion_shoes,1,84.9
2017-08-09,fashion_underwear_beach,1,190.0
2017-08-09,food,1,23.99
2017-08-09,food_drink,1,12.5
2017-08-09,furniture_decor,10,1089.23
2017-08-09,furniture_living_room,1,36.5
2017-08-09,garden_tools,6,795.6
2017-08-09,health_beauty,7,439.85
2017-08-09,home_appliances,2,395.85
2017-08-09,home_confort,3,89.69999999999999
2017-08-09,housewares,9,1057.09
2017-08-09,luggage_accessories,3,255.70000000000002
2017-08-09,office_furniture,6,1009.7500000000002
2017-08-09,perfumery,4,416.78999999999996
2017-08-09,pet_shop,3,725.9
2017-08-09,small_appliances,1,239.9
2017-08-09,sports_leisure,23,1440.7600000000002
2017-08-09,stationery,3,218.8
2017-08-09,telephony,4,111.78999999999999
